#      Name	     Mass	    Gamma	 Spin	Isospin	   I3	Nq	Ns	Naq	Nas	Nc	Nac	       MC	   Nyield	MassLower
# Dc1865zer	 1.864600	0.00000e+00	  0.0	  0.5	  0.5	0	0	1	0	1	0	      421	3.22736e-07	   1.8646
# 1:pbar [GeV]	2:m [GeV]	3:feq 1	4:feq 2	5:fshear 1	6:fshear 2	7:fshear 3	8:fbulk 1	9:fbulk 2	10:ftemperature 1	11:ftemperature 2	12:fvelocity 1	13:fvelocity 2	14:fvelocity 3 	15:fdiff 1	16:fdiff 2	17:fdiff3
    9.65081e-01	    1.86460e+00	    5.67448e-06	    5.98686e-06	    5.77388e-06	    6.33762e-06	    6.12817e-06	    7.17138e-06	    7.80510e-06	    8.44436e-05	    8.96405e-05	    5.72298e-06	    6.04103e-06	    6.05520e-06	    5.72298e-06	    6.04102e-06	    6.05520e-06
    9.70844e-01	    1.86460e+00	    5.60773e-06	    5.91574e-06	    5.77425e-06	    6.33080e-06	    6.12775e-06	    7.04539e-06	    7.66803e-06	    8.35448e-05	    8.86738e-05	    5.68940e-06	    6.00153e-06	    6.01891e-06	    5.68939e-06	    6.00153e-06	    6.01891e-06
    9.76640e-01	    1.86460e+00	    5.54071e-06	    5.84436e-06	    5.77353e-06	    6.32286e-06	    6.12615e-06	    6.91968e-06	    7.53129e-06	    8.26409e-05	    8.77020e-05	    5.65494e-06	    5.96121e-06	    5.98171e-06	    5.65493e-06	    5.96121e-06	    5.98170e-06
    9.82470e-01	    1.86460e+00	    5.47346e-06	    5.77274e-06	    5.77171e-06	    6.31380e-06	    6.12338e-06	    6.79431e-06	    7.39491e-06	    8.17322e-05	    8.67251e-05	    5.61961e-06	    5.92008e-06	    5.94359e-06	    5.61961e-06	    5.92007e-06	    5.94358e-06
    9.88335e-01	    1.86460e+00	    5.40599e-06	    5.70090e-06	    5.76876e-06	    6.30361e-06	    6.11941e-06	    6.66929e-06	    7.25894e-06	    8.08187e-05	    8.57434e-05	    5.58343e-06	    5.87813e-06	    5.90457e-06	    5.58343e-06	    5.87813e-06	    5.90456e-06
    9.94233e-01	    1.86460e+00	    5.33831e-06	    5.62885e-06	    5.76469e-06	    6.29228e-06	    6.11425e-06	    6.54468e-06	    7.12341e-06	    7.99008e-05	    8.47573e-05	    5.54640e-06	    5.83539e-06	    5.86465e-06	    5.54639e-06	    5.83539e-06	    5.86465e-06
    1.00017e+00	    1.86460e+00	    5.27044e-06	    5.55662e-06	    5.75948e-06	    6.27981e-06	    6.10787e-06	    6.42049e-06	    6.98836e-06	    7.89787e-05	    8.37668e-05	    5.50853e-06	    5.79187e-06	    5.82385e-06	    5.50852e-06	    5.79186e-06	    5.82385e-06
    1.00614e+00	    1.86460e+00	    5.20239e-06	    5.48421e-06	    5.75313e-06	    6.26619e-06	    6.10028e-06	    6.29678e-06	    6.85384e-06	    7.80525e-05	    8.27723e-05	    5.46982e-06	    5.74756e-06	    5.78218e-06	    5.46982e-06	    5.74756e-06	    5.78218e-06
    1.01214e+00	    1.86460e+00	    5.13419e-06	    5.41166e-06	    5.74563e-06	    6.25141e-06	    6.09147e-06	    6.17357e-06	    6.71987e-06	    7.71225e-05	    8.17739e-05	    5.43030e-06	    5.70249e-06	    5.73964e-06	    5.43029e-06	    5.70248e-06	    5.73964e-06
    1.01818e+00	    1.86460e+00	    5.06585e-06	    5.33897e-06	    5.73697e-06	    6.23547e-06	    6.08142e-06	    6.05090e-06	    6.58650e-06	    7.61890e-05	    8.07720e-05	    5.38996e-06	    5.65665e-06	    5.69625e-06	    5.38996e-06	    5.65665e-06	    5.69625e-06
    1.02426e+00	    1.86460e+00	    4.99739e-06	    5.26616e-06	    5.72716e-06	    6.21837e-06	    6.07015e-06	    5.92881e-06	    6.45377e-06	    7.52520e-05	    7.97667e-05	    5.34882e-06	    5.61007e-06	    5.65202e-06	    5.34882e-06	    5.61007e-06	    5.65202e-06
    1.03038e+00	    1.86460e+00	    4.92883e-06	    5.19326e-06	    5.71617e-06	    6.20010e-06	    6.05763e-06	    5.80733e-06	    6.32171e-06	    7.43120e-05	    7.87583e-05	    5.30689e-06	    5.56276e-06	    5.60697e-06	    5.30689e-06	    5.56275e-06	    5.60696e-06
    1.03653e+00	    1.86460e+00	    4.86018e-06	    5.12028e-06	    5.70401e-06	    6.18065e-06	    6.04386e-06	    5.68649e-06	    6.19036e-06	    7.33691e-05	    7.77471e-05	    5.26418e-06	    5.51472e-06	    5.56109e-06	    5.26418e-06	    5.51471e-06	    5.56109e-06
    1.04272e+00	    1.86460e+00	    4.79146e-06	    5.04724e-06	    5.69067e-06	    6.16003e-06	    6.02884e-06	    5.56633e-06	    6.05976e-06	    7.24235e-05	    7.67333e-05	    5.22071e-06	    5.46597e-06	    5.51442e-06	    5.22071e-06	    5.46596e-06	    5.51441e-06
    1.04895e+00	    1.86460e+00	    4.72269e-06	    4.97417e-06	    5.67614e-06	    6.13824e-06	    6.01257e-06	    5.44688e-06	    5.92994e-06	    7.14755e-05	    7.57172e-05	    5.17648e-06	    5.41652e-06	    5.46695e-06	    5.17648e-06	    5.41651e-06	    5.46695e-06
    1.05522e+00	    1.86460e+00	    4.65389e-06	    4.90107e-06	    5.66044e-06	    6.11527e-06	    5.99504e-06	    5.32818e-06	    5.80094e-06	    7.05253e-05	    7.46990e-05	    5.13151e-06	    5.36638e-06	    5.41871e-06	    5.13151e-06	    5.36638e-06	    5.41870e-06
    1.06153e+00	    1.86460e+00	    4.58507e-06	    4.82797e-06	    5.64354e-06	    6.09112e-06	    5.97625e-06	    5.21027e-06	    5.67281e-06	    6.95732e-05	    7.36790e-05	    5.08581e-06	    5.31558e-06	    5.36970e-06	    5.08581e-06	    5.31557e-06	    5.36970e-06
    1.06788e+00	    1.86460e+00	    4.51626e-06	    4.75489e-06	    5.62545e-06	    6.06578e-06	    5.95620e-06	    5.09316e-06	    5.54556e-06	    6.86194e-05	    7.26574e-05	    5.03939e-06	    5.26411e-06	    5.31995e-06	    5.03939e-06	    5.26411e-06	    5.31995e-06
    1.07426e+00	    1.86460e+00	    4.44747e-06	    4.68185e-06	    5.60617e-06	    6.03927e-06	    5.93488e-06	    4.97691e-06	    5.41925e-06	    6.76641e-05	    7.16345e-05	    4.99228e-06	    5.21201e-06	    5.26947e-06	    4.99227e-06	    5.21200e-06	    5.26947e-06
    1.08069e+00	    1.86460e+00	    4.37871e-06	    4.60886e-06	    5.58569e-06	    6.01159e-06	    5.91230e-06	    4.86153e-06	    5.29390e-06	    6.67076e-05	    7.06106e-05	    4.94447e-06	    5.15927e-06	    5.21827e-06	    4.94447e-06	    5.15927e-06	    5.21827e-06
    1.08716e+00	    1.86460e+00	    4.31002e-06	    4.53595e-06	    5.56402e-06	    5.98272e-06	    5.88846e-06	    4.74707e-06	    5.16955e-06	    6.57501e-05	    6.95859e-05	    4.89600e-06	    5.10592e-06	    5.16638e-06	    4.89600e-06	    5.10592e-06	    5.16637e-06
    1.09368e+00	    1.86460e+00	    4.24140e-06	    4.46314e-06	    5.54116e-06	    5.95268e-06	    5.86336e-06	    4.63355e-06	    5.04623e-06	    6.47919e-05	    6.85607e-05	    4.84687e-06	    5.05198e-06	    5.11380e-06	    4.84687e-06	    5.05198e-06	    5.11379e-06
    1.10023e+00	    1.86460e+00	    4.17287e-06	    4.39044e-06	    5.51711e-06	    5.92147e-06	    5.83700e-06	    4.52101e-06	    4.92398e-06	    6.38333e-05	    6.75353e-05	    4.79710e-06	    4.99745e-06	    5.06055e-06	    4.79710e-06	    4.99745e-06	    5.06055e-06
    1.10683e+00	    1.86460e+00	    4.10446e-06	    4.31787e-06	    5.49186e-06	    5.88909e-06	    5.80937e-06	    4.40947e-06	    4.80283e-06	    6.28745e-05	    6.65099e-05	    4.74670e-06	    4.94237e-06	    5.00666e-06	    4.74670e-06	    4.94236e-06	    5.00666e-06
    1.11347e+00	    1.86460e+00	    4.03618e-06	    4.24546e-06	    5.46543e-06	    5.85555e-06	    5.78050e-06	    4.29896e-06	    4.68281e-06	    6.19157e-05	    6.54849e-05	    4.69570e-06	    4.88673e-06	    4.95214e-06	    4.69570e-06	    4.88673e-06	    4.95214e-06
    1.12016e+00	    1.86460e+00	    3.96805e-06	    4.17322e-06	    5.43781e-06	    5.82085e-06	    5.75037e-06	    4.18953e-06	    4.56396e-06	    6.09572e-05	    6.44604e-05	    4.64411e-06	    4.83057e-06	    4.89701e-06	    4.64411e-06	    4.83056e-06	    4.89700e-06
    1.12689e+00	    1.86460e+00	    3.90009e-06	    4.10117e-06	    5.40901e-06	    5.78500e-06	    5.71900e-06	    4.08118e-06	    4.44631e-06	    5.99993e-05	    6.34368e-05	    4.59195e-06	    4.77389e-06	    4.84128e-06	    4.59195e-06	    4.77389e-06	    4.84128e-06
    1.13367e+00	    1.86460e+00	    3.83231e-06	    4.02933e-06	    5.37903e-06	    5.74801e-06	    5.68639e-06	    3.97396e-06	    4.32988e-06	    5.90421e-05	    6.24143e-05	    4.53923e-06	    4.71672e-06	    4.78499e-06	    4.53923e-06	    4.71672e-06	    4.78498e-06
    1.14049e+00	    1.86460e+00	    3.76474e-06	    3.95773e-06	    5.34788e-06	    5.70987e-06	    5.65255e-06	    3.86790e-06	    4.21470e-06	    5.80861e-05	    6.13933e-05	    4.48598e-06	    4.65908e-06	    4.72814e-06	    4.48598e-06	    4.65908e-06	    4.72814e-06
    1.14736e+00	    1.86460e+00	    3.69739e-06	    3.88638e-06	    5.31557e-06	    5.67061e-06	    5.61748e-06	    3.76301e-06	    4.10082e-06	    5.71314e-05	    6.03739e-05	    4.43222e-06	    4.60098e-06	    4.67076e-06	    4.43221e-06	    4.60098e-06	    4.67076e-06
    1.15427e+00	    1.86460e+00	    3.63028e-06	    3.81529e-06	    5.28211e-06	    5.63022e-06	    5.58119e-06	    3.65933e-06	    3.98825e-06	    5.61783e-05	    5.93565e-05	    4.37795e-06	    4.54245e-06	    4.61287e-06	    4.37795e-06	    4.54245e-06	    4.61287e-06
    1.16124e+00	    1.86460e+00	    3.56344e-06	    3.74450e-06	    5.24749e-06	    5.58873e-06	    5.54369e-06	    3.55688e-06	    3.87702e-06	    5.52270e-05	    5.83413e-05	    4.32321e-06	    4.48350e-06	    4.55449e-06	    4.32321e-06	    4.48350e-06	    4.55448e-06
    1.16825e+00	    1.86460e+00	    3.49687e-06	    3.67402e-06	    5.21173e-06	    5.54614e-06	    5.50500e-06	    3.45568e-06	    3.76716e-06	    5.42779e-05	    5.73286e-05	    4.26801e-06	    4.42416e-06	    4.49564e-06	    4.26801e-06	    4.42416e-06	    4.49564e-06
    1.17531e+00	    1.86460e+00	    3.43059e-06	    3.60386e-06	    5.17485e-06	    5.50245e-06	    5.46512e-06	    3.35577e-06	    3.65870e-06	    5.33311e-05	    5.63188e-05	    4.21238e-06	    4.36445e-06	    4.43634e-06	    4.21238e-06	    4.36444e-06	    4.43634e-06
    1.18242e+00	    1.86460e+00	    3.36463e-06	    3.53405e-06	    5.13684e-06	    5.45769e-06	    5.42406e-06	    3.25717e-06	    3.55166e-06	    5.23870e-05	    5.53120e-05	    4.15633e-06	    4.30438e-06	    4.37662e-06	    4.15633e-06	    4.30437e-06	    4.37662e-06
    1.18958e+00	    1.86460e+00	    3.29900e-06	    3.46460e-06	    5.09772e-06	    5.41187e-06	    5.38184e-06	    3.15989e-06	    3.44607e-06	    5.14457e-05	    5.43085e-05	    4.09988e-06	    4.24397e-06	    4.31650e-06	    4.09988e-06	    4.24397e-06	    4.31650e-06
    1.19679e+00	    1.86460e+00	    3.23372e-06	    3.39554e-06	    5.05751e-06	    5.36500e-06	    5.33847e-06	    3.06397e-06	    3.34195e-06	    5.05076e-05	    5.33087e-05	    4.04306e-06	    4.18326e-06	    4.25600e-06	    4.04306e-06	    4.18326e-06	    4.25600e-06
    1.20405e+00	    1.86460e+00	    3.16881e-06	    3.32688e-06	    5.01621e-06	    5.31709e-06	    5.29397e-06	    2.96942e-06	    3.23933e-06	    4.95730e-05	    5.23128e-05	    3.98590e-06	    4.12226e-06	    4.19515e-06	    3.98590e-06	    4.12226e-06	    4.19515e-06
    1.21137e+00	    1.86460e+00	    3.10428e-06	    3.25864e-06	    4.97384e-06	    5.26816e-06	    5.24834e-06	    2.87626e-06	    3.13822e-06	    4.86420e-05	    5.13211e-05	    3.92840e-06	    4.06100e-06	    4.13397e-06	    3.92840e-06	    4.06100e-06	    4.13397e-06
    1.21874e+00	    1.86460e+00	    3.04016e-06	    3.19084e-06	    4.93042e-06	    5.21823e-06	    5.20162e-06	    2.78452e-06	    3.03865e-06	    4.77150e-05	    5.03338e-05	    3.87060e-06	    3.99949e-06	    4.07248e-06	    3.87060e-06	    3.99949e-06	    4.07248e-06
    1.22616e+00	    1.86460e+00	    2.97645e-06	    3.12350e-06	    4.88596e-06	    5.16732e-06	    5.15380e-06	    2.69421e-06	    2.94064e-06	    4.67921e-05	    4.93513e-05	    3.81251e-06	    3.93776e-06	    4.01070e-06	    3.81251e-06	    3.93776e-06	    4.01070e-06
    1.23364e+00	    1.86460e+00	    2.91319e-06	    3.05663e-06	    4.84048e-06	    5.11544e-06	    5.10492e-06	    2.60535e-06	    2.84420e-06	    4.58737e-05	    4.83737e-05	    3.75417e-06	    3.87584e-06	    3.94868e-06	    3.75417e-06	    3.87584e-06	    3.94867e-06
    1.24117e+00	    1.86460e+00	    2.85037e-06	    2.99026e-06	    4.79399e-06	    5.06261e-06	    5.05499e-06	    2.51795e-06	    2.74936e-06	    4.49600e-05	    4.74014e-05	    3.69559e-06	    3.81374e-06	    3.88641e-06	    3.69559e-06	    3.81374e-06	    3.88641e-06
    1.24875e+00	    1.86460e+00	    2.78802e-06	    2.92440e-06	    4.74651e-06	    5.00885e-06	    5.00403e-06	    2.43205e-06	    2.65613e-06	    4.40513e-05	    4.64347e-05	    3.63680e-06	    3.75149e-06	    3.82395e-06	    3.63679e-06	    3.75149e-06	    3.82395e-06
    1.25640e+00	    1.86460e+00	    2.72616e-06	    2.85906e-06	    4.69807e-06	    4.95418e-06	    4.95206e-06	    2.34764e-06	    2.56454e-06	    4.31478e-05	    4.54737e-05	    3.57782e-06	    3.68912e-06	    3.76130e-06	    3.57781e-06	    3.68912e-06	    3.76130e-06
    1.26410e+00	    1.86460e+00	    2.66481e-06	    2.79427e-06	    4.64867e-06	    4.89863e-06	    4.89910e-06	    2.26475e-06	    2.47458e-06	    4.22497e-05	    4.45188e-05	    3.51867e-06	    3.62664e-06	    3.69849e-06	    3.51867e-06	    3.62664e-06	    3.69849e-06
    1.27186e+00	    1.86460e+00	    2.60397e-06	    2.73004e-06	    4.59835e-06	    4.84221e-06	    4.84519e-06	    2.18338e-06	    2.38629e-06	    4.13574e-05	    4.35703e-05	    3.45939e-06	    3.56409e-06	    3.63556e-06	    3.45939e-06	    3.56409e-06	    3.63556e-06
    1.27967e+00	    1.86460e+00	    2.54367e-06	    2.66639e-06	    4.54713e-06	    4.78495e-06	    4.79033e-06	    2.10355e-06	    2.29966e-06	    4.04710e-05	    4.26283e-05	    3.39999e-06	    3.50149e-06	    3.57252e-06	    3.39999e-06	    3.50149e-06	    3.57252e-06
    1.28755e+00	    1.86460e+00	    2.48391e-06	    2.60333e-06	    4.49502e-06	    4.72688e-06	    4.73455e-06	    2.02528e-06	    2.21472e-06	    3.95909e-05	    4.16932e-05	    3.34050e-06	    3.43886e-06	    3.50941e-06	    3.34050e-06	    3.43886e-06	    3.50941e-06
    1.29549e+00	    1.86460e+00	    2.42472e-06	    2.54088e-06	    4.44205e-06	    4.66802e-06	    4.67789e-06	    1.94856e-06	    2.13147e-06	    3.87171e-05	    4.07651e-05	    3.28095e-06	    3.37623e-06	    3.44625e-06	    3.28095e-06	    3.37623e-06	    3.44625e-06
    1.30349e+00	    1.86460e+00	    2.36612e-06	    2.47906e-06	    4.38825e-06	    4.60838e-06	    4.62036e-06	    1.87342e-06	    2.04993e-06	    3.78501e-05	    3.98445e-05	    3.22136e-06	    3.31362e-06	    3.38306e-06	    3.22136e-06	    3.31362e-06	    3.38306e-06
    1.31155e+00	    1.86460e+00	    2.30810e-06	    2.41788e-06	    4.33364e-06	    4.54801e-06	    4.56200e-06	    1.79985e-06	    1.97010e-06	    3.69900e-05	    3.89314e-05	    3.16176e-06	    3.25105e-06	    3.31988e-06	    3.16175e-06	    3.25105e-06	    3.31988e-06
    1.31968e+00	    1.86460e+00	    2.25070e-06	    2.35735e-06	    4.27824e-06	    4.48693e-06	    4.50283e-06	    1.72787e-06	    1.89198e-06	    3.61371e-05	    3.80262e-05	    3.10216e-06	    3.18856e-06	    3.25673e-06	    3.10216e-06	    3.18856e-06	    3.25673e-06
    1.32787e+00	    1.86460e+00	    2.19391e-06	    2.29749e-06	    4.22209e-06	    4.42516e-06	    4.44287e-06	    1.65749e-06	    1.81560e-06	    3.52915e-05	    3.71290e-05	    3.04261e-06	    3.12617e-06	    3.19363e-06	    3.04261e-06	    3.12617e-06	    3.19363e-06
    1.33612e+00	    1.86460e+00	    2.13777e-06	    2.23832e-06	    4.16521e-06	    4.36274e-06	    4.38217e-06	    1.58869e-06	    1.74094e-06	    3.44536e-05	    3.62402e-05	    2.98311e-06	    3.06391e-06	    3.13062e-06	    2.98311e-06	    3.06391e-06	    3.13062e-06
    1.34444e+00	    1.86460e+00	    2.08227e-06	    2.17984e-06	    4.10763e-06	    4.29970e-06	    4.32075e-06	    1.52150e-06	    1.66802e-06	    3.36235e-05	    3.53599e-05	    2.92371e-06	    3.00179e-06	    3.06773e-06	    2.92371e-06	    3.00179e-06	    3.06773e-06
    1.35283e+00	    1.86460e+00	    2.02744e-06	    2.12208e-06	    4.04938e-06	    4.23606e-06	    4.25865e-06	    1.45592e-06	    1.59683e-06	    3.28014e-05	    3.44884e-05	    2.86442e-06	    2.93984e-06	    3.00497e-06	    2.86442e-06	    2.93984e-06	    3.00497e-06
    1.36128e+00	    1.86460e+00	    1.97328e-06	    2.06504e-06	    3.99048e-06	    4.17185e-06	    4.19588e-06	    1.39193e-06	    1.52738e-06	    3.19877e-05	    3.36260e-05	    2.80527e-06	    2.87810e-06	    2.94238e-06	    2.80527e-06	    2.87810e-06	    2.94238e-06
    1.36980e+00	    1.86460e+00	    1.91981e-06	    2.00874e-06	    3.93098e-06	    4.10711e-06	    4.13250e-06	    1.32955e-06	    1.45967e-06	    3.11824e-05	    3.27727e-05	    2.74629e-06	    2.81658e-06	    2.87998e-06	    2.74629e-06	    2.81658e-06	    2.87998e-06
    1.37840e+00	    1.86460e+00	    1.86704e-06	    1.95318e-06	    3.87090e-06	    4.04188e-06	    4.06853e-06	    1.26878e-06	    1.39370e-06	    3.03858e-05	    3.19289e-05	    2.68750e-06	    2.75531e-06	    2.81780e-06	    2.68750e-06	    2.75531e-06	    2.81780e-06
    1.38706e+00	    1.86460e+00	    1.81498e-06	    1.89838e-06	    3.81027e-06	    3.97617e-06	    4.00400e-06	    1.20960e-06	    1.32946e-06	    2.95980e-05	    3.10947e-05	    2.62892e-06	    2.69432e-06	    2.75587e-06	    2.62892e-06	    2.69432e-06	    2.75587e-06
    1.39580e+00	    1.86460e+00	    1.76364e-06	    1.84436e-06	    3.74913e-06	    3.91004e-06	    3.93896e-06	    1.15203e-06	    1.26695e-06	    2.88194e-05	    3.02704e-05	    2.57059e-06	    2.63363e-06	    2.69422e-06	    2.57059e-06	    2.63363e-06	    2.69422e-06
    1.40461e+00	    1.86460e+00	    1.71303e-06	    1.79112e-06	    3.68751e-06	    3.84350e-06	    3.87343e-06	    1.09605e-06	    1.20617e-06	    2.80501e-05	    2.94561e-05	    2.51253e-06	    2.57327e-06	    2.63286e-06	    2.51253e-06	    2.57327e-06	    2.63286e-06
    1.41349e+00	    1.86460e+00	    1.66317e-06	    1.73867e-06	    3.62544e-06	    3.77661e-06	    3.80746e-06	    1.04166e-06	    1.14711e-06	    2.72902e-05	    2.86520e-05	    2.45476e-06	    2.51325e-06	    2.57184e-06	    2.45476e-06	    2.51325e-06	    2.57184e-06
    1.42245e+00	    1.86460e+00	    1.61405e-06	    1.68702e-06	    3.56297e-06	    3.70939e-06	    3.74108e-06	    9.88856e-07	    1.08976e-06	    2.65399e-05	    2.78584e-05	    2.39731e-06	    2.45361e-06	    2.51116e-06	    2.39731e-06	    2.45361e-06	    2.51116e-06
    1.43148e+00	    1.86460e+00	    1.56570e-06	    1.63618e-06	    3.50012e-06	    3.64187e-06	    3.67432e-06	    9.37625e-07	    1.03411e-06	    2.57995e-05	    2.70754e-05	    2.34020e-06	    2.39437e-06	    2.45087e-06	    2.34020e-06	    2.39437e-06	    2.45087e-06
    1.44059e+00	    1.86460e+00	    1.51811e-06	    1.58617e-06	    3.43693e-06	    3.57410e-06	    3.60724e-06	    8.87961e-07	    9.80161e-07	    2.50690e-05	    2.63032e-05	    2.28346e-06	    2.33556e-06	    2.39098e-06	    2.28346e-06	    2.33556e-06	    2.39098e-06
    1.44978e+00	    1.86460e+00	    1.47130e-06	    1.53698e-06	    3.37343e-06	    3.50611e-06	    3.53986e-06	    8.39855e-07	    9.27894e-07	    2.43487e-05	    2.55419e-05	    2.22712e-06	    2.27719e-06	    2.33153e-06	    2.22712e-06	    2.27719e-06	    2.33153e-06
    1.45905e+00	    1.86460e+00	    1.42528e-06	    1.48862e-06	    3.30968e-06	    3.43795e-06	    3.47222e-06	    7.93294e-07	    8.77299e-07	    2.36387e-05	    2.47917e-05	    2.17119e-06	    2.21929e-06	    2.27253e-06	    2.17119e-06	    2.21929e-06	    2.27253e-06
    1.46840e+00	    1.86460e+00	    1.38004e-06	    1.44111e-06	    3.24569e-06	    3.36964e-06	    3.40437e-06	    7.48268e-07	    8.28363e-07	    2.29392e-05	    2.40528e-05	    2.11570e-06	    2.16189e-06	    2.21401e-06	    2.11570e-06	    2.16189e-06	    2.21401e-06
    1.47783e+00	    1.86460e+00	    1.33561e-06	    1.39445e-06	    3.18152e-06	    3.30123e-06	    3.33635e-06	    7.04763e-07	    7.81071e-07	    2.22503e-05	    2.33253e-05	    2.06067e-06	    2.10501e-06	    2.15600e-06	    2.06067e-06	    2.10501e-06	    2.15600e-06
    1.48735e+00	    1.86460e+00	    1.29198e-06	    1.34864e-06	    3.11719e-06	    3.23275e-06	    3.26819e-06	    6.62765e-07	    7.35407e-07	    2.15721e-05	    2.26093e-05	    2.00614e-06	    2.04866e-06	    2.09852e-06	    2.00614e-06	    2.04866e-06	    2.09852e-06
    1.49694e+00	    1.86460e+00	    1.24915e-06	    1.30369e-06	    3.05275e-06	    3.16424e-06	    3.19994e-06	    6.22258e-07	    6.91355e-07	    2.09047e-05	    2.19050e-05	    1.95211e-06	    1.99288e-06	    2.04159e-06	    1.95211e-06	    1.99288e-06	    2.04159e-06
    1.50663e+00	    1.86460e+00	    1.20715e-06	    1.25961e-06	    2.98824e-06	    3.09575e-06	    3.13164e-06	    5.83227e-07	    6.48897e-07	    2.02484e-05	    2.12125e-05	    1.89861e-06	    1.93768e-06	    1.98524e-06	    1.89861e-06	    1.93768e-06	    1.98524e-06
    1.51640e+00	    1.86460e+00	    1.16596e-06	    1.21640e-06	    2.92369e-06	    3.02731e-06	    3.06332e-06	    5.45654e-07	    6.08015e-07	    1.96031e-05	    2.05319e-05	    1.84567e-06	    1.88309e-06	    1.92949e-06	    1.84567e-06	    1.88309e-06	    1.92949e-06
    1.52626e+00	    1.86460e+00	    1.12559e-06	    1.17406e-06	    2.85915e-06	    2.95896e-06	    2.99504e-06	    5.09520e-07	    5.68689e-07	    1.89691e-05	    1.98633e-05	    1.79331e-06	    1.82912e-06	    1.87436e-06	    1.79331e-06	    1.82912e-06	    1.87436e-06
    1.53622e+00	    1.86460e+00	    1.08605e-06	    1.13260e-06	    2.79465e-06	    2.89074e-06	    2.92682e-06	    4.74808e-07	    5.30896e-07	    1.83463e-05	    1.92068e-05	    1.74154e-06	    1.77580e-06	    1.81988e-06	    1.74154e-06	    1.77580e-06	    1.81988e-06
    1.54626e+00	    1.86460e+00	    1.04734e-06	    1.09201e-06	    2.73023e-06	    2.82269e-06	    2.85872e-06	    4.41496e-07	    4.94617e-07	    1.77350e-05	    1.85625e-05	    1.69039e-06	    1.72314e-06	    1.76606e-06	    1.69039e-06	    1.72314e-06	    1.76606e-06
    1.55640e+00	    1.86460e+00	    1.00946e-06	    1.05231e-06	    2.66594e-06	    2.75486e-06	    2.79078e-06	    4.09563e-07	    4.59827e-07	    1.71351e-05	    1.79306e-05	    1.63988e-06	    1.67117e-06	    1.71293e-06	    1.63988e-06	    1.67117e-06	    1.71293e-06
    1.56663e+00	    1.86460e+00	    9.72405e-07	    1.01348e-06	    2.60181e-06	    2.68727e-06	    2.72303e-06	    3.78988e-07	    4.26503e-07	    1.65468e-05	    1.73109e-05	    1.59002e-06	    1.61991e-06	    1.66050e-06	    1.59002e-06	    1.61991e-06	    1.66050e-06
    1.57695e+00	    1.86460e+00	    9.36187e-07	    9.75542e-07	    2.53788e-06	    2.61997e-06	    2.65552e-06	    3.49748e-07	    3.94620e-07	    1.59702e-05	    1.67038e-05	    1.54084e-06	    1.56936e-06	    1.60880e-06	    1.54084e-06	    1.56936e-06	    1.60880e-06
    1.58737e+00	    1.86460e+00	    9.00802e-07	    9.38481e-07	    2.47419e-06	    2.55299e-06	    2.58830e-06	    3.21819e-07	    3.64153e-07	    1.54052e-05	    1.61090e-05	    1.49235e-06	    1.51955e-06	    1.55784e-06	    1.49235e-06	    1.51955e-06	    1.55784e-06
    1.59790e+00	    1.86460e+00	    8.66250e-07	    9.02302e-07	    2.41079e-06	    2.48638e-06	    2.52139e-06	    2.95176e-07	    3.35074e-07	    1.48519e-05	    1.55269e-05	    1.44457e-06	    1.47050e-06	    1.50764e-06	    1.44457e-06	    1.47050e-06	    1.50764e-06
    1.60852e+00	    1.86460e+00	    8.32530e-07	    8.67003e-07	    2.34770e-06	    2.42018e-06	    2.45484e-06	    2.69794e-07	    3.07357e-07	    1.43105e-05	    1.49573e-05	    1.39752e-06	    1.42222e-06	    1.45822e-06	    1.39752e-06	    1.42222e-06	    1.45822e-06
    1.61924e+00	    1.86460e+00	    7.99640e-07	    8.32582e-07	    2.28498e-06	    2.35442e-06	    2.38870e-06	    2.45648e-07	    2.80974e-07	    1.37808e-05	    1.44002e-05	    1.35121e-06	    1.37472e-06	    1.40959e-06	    1.35121e-06	    1.37472e-06	    1.40959e-06
    1.63007e+00	    1.86460e+00	    7.67579e-07	    7.99036e-07	    2.22265e-06	    2.28915e-06	    2.32300e-06	    2.22711e-07	    2.55896e-07	    1.32630e-05	    1.38558e-05	    1.30566e-06	    1.32803e-06	    1.36178e-06	    1.30566e-06	    1.32803e-06	    1.36178e-06
    1.64101e+00	    1.86460e+00	    7.36343e-07	    7.66362e-07	    2.16075e-06	    2.22439e-06	    2.25778e-06	    2.00955e-07	    2.32093e-07	    1.27571e-05	    1.33241e-05	    1.26089e-06	    1.28215e-06	    1.31479e-06	    1.26089e-06	    1.28215e-06	    1.31479e-06
    1.65205e+00	    1.86460e+00	    7.05931e-07	    7.34557e-07	    2.09933e-06	    2.16019e-06	    2.19308e-06	    1.80352e-07	    2.09535e-07	    1.22630e-05	    1.28049e-05	    1.21690e-06	    1.23710e-06	    1.26864e-06	    1.21690e-06	    1.23710e-06	    1.26864e-06
    1.66320e+00	    1.86460e+00	    6.76337e-07	    7.03616e-07	    2.03842e-06	    2.09658e-06	    2.12895e-06	    1.60875e-07	    1.88193e-07	    1.17808e-05	    1.22984e-05	    1.17371e-06	    1.19288e-06	    1.22334e-06	    1.17371e-06	    1.19288e-06	    1.22334e-06
